425000,380000,430000,385000|E12000003
430000,380000,435000,385000|E12000003
435000,380000,440000,385000|E12000003
440000,380000,445000,385000|E12000003
445000,380000,450000,385000|E12000003
450000,380000,455000,385000|E12000003
425000,385000,430000,390000|E12000003
430000,385000,435000,390000|E12000003
435000,385000,440000,390000|E12000003
440000,385000,445000,390000|E12000003
445000,385000,450000,390000|E12000003
450000,385000,455000,390000|E12000003
455000,385000,460000,390000|E12000003
415000,390000,420000,395000|E12000003
420000,390000,425000,395000|E12000003
425000,390000,430000,395000|E12000003
430000,390000,435000,395000|E12000003
435000,390000,440000,395000|E12000003
440000,390000,445000,395000|E12000003
445000,390000,450000,395000|E12000003
450000,390000,455000,395000|E12000003
455000,390000,460000,395000|E12000003
415000,395000,420000,400000|E12000003
420000,395000,425000,400000|E12000003
425000,395000,430000,400000|E12000003
430000,395000,435000,400000|E12000003
435000,395000,440000,400000|E12000003
440000,395000,445000,400000|E12000003
445000,395000,450000,400000|E12000003
450000,395000,455000,400000|E12000003
455000,395000,460000,400000|E12000003
460000,395000,465000,400000|E12000003
470000,395000,475000,400000|E12000003
475000,395000,480000,400000|E12000003
490000,395000,495000,400000|E12000003
495000,395000,500000,400000|E12000003
520000,395000,525000,400000|E12000003
410000,400000,415000,405000|E12000003
415000,400000,420000,405000|E12000003
420000,400000,425000,405000|E12000003
425000,400000,430000,405000|E12000003
430000,400000,435000,405000|E12000003
435000,400000,440000,405000|E12000003
440000,400000,445000,405000|E12000003
445000,400000,450000,405000|E12000003
450000,400000,455000,405000|E12000003
455000,400000,460000,405000|E12000003
460000,400000,465000,405000|E12000003
465000,400000,470000,405000|E12000003
470000,400000,475000,405000|E12000003
475000,400000,480000,405000|E12000003
480000,400000,485000,405000|E12000003
490000,400000,495000,405000|E12000003
495000,400000,500000,405000|E12000003
500000,400000,505000,405000|E12000003
520000,400000,525000,405000|E12000003
525000,400000,530000,405000|E12000003
405000,405000,410000,410000|E12000003
410000,405000,415000,410000|E12000003
415000,405000,420000,410000|E12000003
420000,405000,425000,410000|E12000003
425000,405000,430000,410000|E12000003
430000,405000,435000,410000|E12000003
435000,405000,440000,410000|E12000003
440000,405000,445000,410000|E12000003
445000,405000,450000,410000|E12000003
450000,405000,455000,410000|E12000003
455000,405000,460000,410000|E12000003
460000,405000,465000,410000|E12000003
465000,405000,470000,410000|E12000003
470000,405000,475000,410000|E12000003
475000,405000,480000,410000|E12000003
480000,405000,485000,410000|E12000003
485000,405000,490000,410000|E12000003
490000,405000,495000,410000|E12000003
495000,405000,500000,410000|E12000003
520000,405000,525000,410000|E12000003
525000,405000,530000,410000|E12000003
530000,405000,535000,410000|E12000003
400000,410000,405000,415000|E12000003
405000,410000,410000,415000|E12000003
410000,410000,415000,415000|E12000003
415000,410000,420000,415000|E12000003
420000,410000,425000,415000|E12000003
425000,410000,430000,415000|E12000003
430000,410000,435000,415000|E12000003
435000,410000,440000,415000|E12000003
440000,410000,445000,415000|E12000003
445000,410000,450000,415000|E12000003
450000,410000,455000,415000|E12000003
455000,410000,460000,415000|E12000003
460000,410000,465000,415000|E12000003
465000,410000,470000,415000|E12000003
470000,410000,475000,415000|E12000003
475000,410000,480000,415000|E12000003
480000,410000,485000,415000|E12000003
485000,410000,490000,415000|E12000003
490000,410000,495000,415000|E12000003
495000,410000,500000,415000|E12000003
500000,410000,505000,415000|E12000003
505000,410000,510000,415000|E12000003
515000,410000,520000,415000|E12000003
520000,410000,525000,415000|E12000003
400000,415000,405000,420000|E12000003
405000,415000,410000,420000|E12000003
410000,415000,415000,420000|E12000003
415000,415000,420000,420000|E12000003
420000,415000,425000,420000|E12000003
425000,415000,430000,420000|E12000003
430000,415000,435000,420000|E12000003
435000,415000,440000,420000|E12000003
440000,415000,445000,420000|E12000003
445000,415000,450000,420000|E12000003
450000,415000,455000,420000|E12000003
455000,415000,460000,420000|E12000003
460000,415000,465000,420000|E12000003
465000,415000,470000,420000|E12000003
470000,415000,475000,420000|E12000003
475000,415000,480000,420000|E12000003
480000,415000,485000,420000|E12000003
485000,415000,490000,420000|E12000003
490000,415000,495000,420000|E12000003
495000,415000,500000,420000|E12000003
500000,415000,505000,420000|E12000003
505000,415000,510000,420000|E12000003
510000,415000,515000,420000|E12000003
515000,415000,520000,420000|E12000003
525000,415000,530000,420000|E12000003
390000,420000,395000,425000|E12000003
395000,420000,400000,425000|E12000003
400000,420000,405000,425000|E12000003
405000,420000,410000,425000|E12000003
410000,420000,415000,425000|E12000003
415000,420000,420000,425000|E12000003
420000,420000,425000,425000|E12000003
425000,420000,430000,425000|E12000003
430000,420000,435000,425000|E12000003
435000,420000,440000,425000|E12000003
440000,420000,445000,425000|E12000003
445000,420000,450000,425000|E12000003
450000,420000,455000,425000|E12000003
455000,420000,460000,425000|E12000003
460000,420000,465000,425000|E12000003
465000,420000,470000,425000|E12000003
470000,420000,475000,425000|E12000003
475000,420000,480000,425000|E12000003
480000,420000,485000,425000|E12000003
485000,420000,490000,425000|E12000003
490000,420000,495000,425000|E12000003
500000,420000,505000,425000|E12000003
505000,420000,510000,425000|E12000003
510000,420000,515000,425000|E12000003
520000,420000,525000,425000|E12000003
525000,420000,530000,425000|E12000003
530000,420000,535000,425000|E12000003
535000,420000,540000,425000|E12000003
390000,425000,395000,430000|E12000003
395000,425000,400000,430000|E12000003
400000,425000,405000,430000|E12000003
405000,425000,410000,430000|E12000003
410000,425000,415000,430000|E12000003
415000,425000,420000,430000|E12000003
420000,425000,425000,430000|E12000003
425000,425000,430000,430000|E12000003
430000,425000,435000,430000|E12000003
435000,425000,440000,430000|E12000003
440000,425000,445000,430000|E12000003
445000,425000,450000,430000|E12000003
450000,425000,455000,430000|E12000003
455000,425000,460000,430000|E12000003
460000,425000,465000,430000|E12000003
465000,425000,470000,430000|E12000003
470000,425000,475000,430000|E12000003
475000,425000,480000,430000|E12000003
480000,425000,485000,430000|E12000003
485000,425000,490000,430000|E12000003
490000,425000,495000,430000|E12000003
495000,425000,500000,430000|E12000003
500000,425000,505000,430000|E12000003
505000,425000,510000,430000|E12000003
515000,425000,520000,430000|E12000003
520000,425000,525000,430000|E12000003
525000,425000,530000,430000|E12000003
530000,425000,535000,430000|E12000003
390000,430000,395000,435000|E12000003
395000,430000,400000,435000|E12000003
400000,430000,405000,435000|E12000003
405000,430000,410000,435000|E12000003
410000,430000,415000,435000|E12000003
415000,430000,420000,435000|E12000003
420000,430000,425000,435000|E12000003
425000,430000,430000,435000|E12000003
430000,430000,435000,435000|E12000003
435000,430000,440000,435000|E12000003
440000,430000,445000,435000|E12000003
445000,430000,450000,435000|E12000003
450000,430000,455000,435000|E12000003
455000,430000,460000,435000|E12000003
460000,430000,465000,435000|E12000003
465000,430000,470000,435000|E12000003
470000,430000,475000,435000|E12000003
475000,430000,480000,435000|E12000003
480000,430000,485000,435000|E12000003
485000,430000,490000,435000|E12000003
490000,430000,495000,435000|E12000003
495000,430000,500000,435000|E12000003
500000,430000,505000,435000|E12000003
505000,430000,510000,435000|E12000003
510000,430000,515000,435000|E12000003
515000,430000,520000,435000|E12000003
520000,430000,525000,435000|E12000003
525000,430000,530000,435000|E12000003
395000,435000,400000,440000|E12000003
400000,435000,405000,440000|E12000003
405000,435000,410000,440000|E12000003
410000,435000,415000,440000|E12000003
415000,435000,420000,440000|E12000003
420000,435000,425000,440000|E12000003
425000,435000,430000,440000|E12000003
430000,435000,435000,440000|E12000003
435000,435000,440000,440000|E12000003
440000,435000,445000,440000|E12000003
445000,435000,450000,440000|E12000003
450000,435000,455000,440000|E12000003
455000,435000,460000,440000|E12000003
460000,435000,465000,440000|E12000003
465000,435000,470000,440000|E12000003
470000,435000,475000,440000|E12000003
475000,435000,480000,440000|E12000003
480000,435000,485000,440000|E12000003
485000,435000,490000,440000|E12000003
490000,435000,495000,440000|E12000003
495000,435000,500000,440000|E12000003
500000,435000,505000,440000|E12000003
505000,435000,510000,440000|E12000003
510000,435000,515000,440000|E12000003
515000,435000,520000,440000|E12000003
